id_siniestro,valor_real,valor_predicho,probabilidad_fatal
LC-2023-0284776,0,0,0.008859273602001436
LC-2021-0127365,0,0,0.22994337849365565
LC-2019-0156062,0,0,0.17736737926777404
LC-2019-0216121,0,0,0.05281670099817206
LC-2019-0745345,0,0,0.00402178275904656
LC-2023-0626669,0,0,0.05166211434657451
LC-2022-0469865,0,0,0.20241472208992067
LC-2024-0318224,0,0,0.26762441200563847
LC-2022-0147531,0,0,0.06949581116979592
LC-2023-0639532,0,0,0.10643853248957265
LC-2024-0507925,0,0,0.06812106205697434
LC-2025-0879858,0,0,0.34613495387068044
LC-2019-0302566,0,0,0.013801874859656645
LC-2023-0616922,0,0,0.2352350885735156
LC-2024-0502227,0,0,0.05705447244653304
LC-2024-0298371,0,0,0.012721447578382616
LC-2019-0103271,0,0,0.004868576640170873
LC-2024-0225406,0,0,0.0669877129837222
LC-2020-0575546,0,0,0.04916969023630649
LC-2020-0559677,0,0,0.0002756423486435253
LC-2025-0457797,0,0,0.0883353645442447
HC-2022-0345869,1,0,0.23554722531368494
LC-2021-0401535,0,0,0.0027492534817419503
LC-2019-0624734,0,0,0.1261225558115979
LC-2019-0620920,0,0,0.15500532707675688
LC-2025-0926644,0,0,0.17073631096157943
LC-2025-0077373,0,0,0.10528251812644798
LC-2019-0238588,0,0,0.044958994796520615
LC-2025-0208420,0,0,0.19539015057566853
LC-2025-0880450,0,0,0.0031621351131940222
LC-2020-0508036,0,0,0.19460339544383004
LC-2020-0655333,0,0,0.13808446732274
LC-2019-0604992,0,0,0.05902446632249507
LC-2020-0487873,0,0,0.0771714594682504
LC-2019-0399141,0,0,0.06578016762000909
LC-2023-0031055,0,0,0.0009153679983132447
LC-2025-0288346,0,0,0.0030182486657290676
LC-2024-0538500,0,0,0.0014049701172736474
LC-2024-0101145,0,0,0.1120948089977427
LC-2022-0294209,0,0,0.10363329846558501
LC-2019-0420433,0,0,0.1210636365758982
LC-2019-0476829,0,0,0.024748013125079998
LC-2022-0107125,0,0,0.048390242384335806
LC-2021-0501166,0,0,0.1513683336875206
LC-2020-0560616,0,0,0.003618908885559761
LC-2024-0179183,0,0,0.08071211669139101
LC-2024-0097568,0,0,0.029060076116098763
LC-2021-0253403,0,0,0.1807407999790727
LC-2020-0633699,0,0,0.1452751826089567
LC-2022-0541397,0,0,0.1288357056152392
LC-2019-0756888,0,0,0.19264294364927084
